station_id,num_bikes_available,num_bikes_available_types,num_bikes_disabled,num_docks_available,num_docks_disabled,last_reported
7754,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222298.0
7755,5,"{'mechanical': 5, 'ebike': 0}",0,10,0,1785222294.0
7756,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222295.0
7757,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222342.0
7758,0,"{'mechanical': 0, 'ebike': 0}",2,13,0,1785222328.0
7759,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222339.0
7760,17,"{'mechanical': 11, 'ebike': 6}",1,5,0,1785222310.0
7761,6,"{'mechanical': 6, 'ebike': 0}",2,7,0,1785222318.0
7762,0,"{'mechanical': 0, 'ebike': 0}",0,13,0,1785222226.0
7765,3,"{'mechanical': 3, 'ebike': 0}",0,12,0,1785222295.0
7766,3,"{'mechanical': 3, 'ebike': 0}",1,11,0,1785222285.0
7767,0,"{'mechanical': 0, 'ebike': 0}",2,8,1,1785222256.0
7768,0,"{'mechanical': 0, 'ebike': 0}",1,13,0,1785222222.0
7769,6,"{'mechanical': 6, 'ebike': 0}",1,8,0,1785222263.0
7770,7,"{'mechanical': 7, 'ebike': 0}",0,16,0,1785222227.0
7771,3,"{'mechanical': 3, 'ebike': 0}",0,8,0,1785222294.0
7772,0,"{'mechanical': 0, 'ebike': 0}",1,14,0,1785222248.0
7773,5,"{'mechanical': 5, 'ebike': 0}",0,8,1,1785222303.0
7774,4,"{'mechanical': 2, 'ebike': 2}",0,11,0,1785222287.0
7775,4,"{'mechanical': 1, 'ebike': 3}",0,7,0,1785222340.0
7776,2,"{'mechanical': 1, 'ebike': 1}",0,17,0,1785222247.0
7777,3,"{'mechanical': 2, 'ebike': 1}",1,11,0,1785222301.0
7778,1,"{'mechanical': 0, 'ebike': 1}",0,10,0,1785222276.0
7779,1,"{'mechanical': 1, 'ebike': 0}",1,13,0,1785222304.0
7780,9,"{'mechanical': 0, 'ebike': 9}",0,7,0,1785222272.0
7781,11,"{'mechanical': 7, 'ebike': 4}",0,4,0,1785222346.0
7782,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1785222320.0
7783,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1785222262.0
7784,2,"{'mechanical': 2, 'ebike': 0}",0,17,0,1785222308.0
7785,0,"{'mechanical': 0, 'ebike': 0}",0,16,0,1785222290.0
7787,30,"{'mechanical': 29, 'ebike': 1}",1,0,0,1785222279.0
7788,48,"{'mechanical': 48, 'ebike': 0}",0,0,0,1785222310.0
7789,1,"{'mechanical': 0, 'ebike': 1}",3,19,0,1785222301.0
7790,17,"{'mechanical': 17, 'ebike': 0}",0,0,0,1785222231.0
7791,7,"{'mechanical': 6, 'ebike': 1}",1,7,0,1785222309.0
7792,13,"{'mechanical': 13, 'ebike': 0}",0,2,0,1785222325.0
7796,19,"{'mechanical': 19, 'ebike': 0}",0,0,0,1785222230.0
7798,14,"{'mechanical': 14, 'ebike': 0}",0,1,0,1785222283.0
7799,5,"{'mechanical': 5, 'ebike': 0}",0,10,0,1785222229.0
7800,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222248.0
7801,2,"{'mechanical': 2, 'ebike': 0}",0,13,0,1785222257.0
7802,12,"{'mechanical': 11, 'ebike': 1}",0,0,0,1785222279.0
7803,2,"{'mechanical': 2, 'ebike': 0}",0,16,1,1785222271.0
7804,7,"{'mechanical': 6, 'ebike': 1}",1,6,0,1785222267.0
7805,2,"{'mechanical': 1, 'ebike': 1}",0,17,0,1785222277.0
7806,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222242.0
7807,2,"{'mechanical': 2, 'ebike': 0}",0,13,0,1785222236.0
7808,6,"{'mechanical': 4, 'ebike': 2}",0,9,0,1785222275.0
7809,0,"{'mechanical': 0, 'ebike': 0}",0,18,1,1785222291.0
7810,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222315.0
7811,16,"{'mechanical': 15, 'ebike': 1}",0,3,0,1785222311.0
7812,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222227.0
7813,2,"{'mechanical': 0, 'ebike': 2}",1,20,0,1785222281.0
7814,14,"{'mechanical': 14, 'ebike': 0}",0,1,0,1785222240.0
7815,3,"{'mechanical': 2, 'ebike': 1}",0,11,1,1785222260.0
7816,2,"{'mechanical': 2, 'ebike': 0}",0,52,1,1785222287.0
7817,15,"{'mechanical': 14, 'ebike': 1}",0,0,0,1785222258.0
7818,11,"{'mechanical': 4, 'ebike': 7}",0,8,0,1785222329.0
7819,2,"{'mechanical': 0, 'ebike': 2}",1,12,0,1785222325.0
7820,3,"{'mechanical': 1, 'ebike': 2}",2,10,0,1785222317.0
7821,18,"{'mechanical': 15, 'ebike': 3}",1,0,1,1785222249.0
7822,17,"{'mechanical': 16, 'ebike': 1}",1,1,0,1785222318.0
7823,3,"{'mechanical': 3, 'ebike': 0}",0,8,0,1785222326.0
7824,1,"{'mechanical': 0, 'ebike': 1}",0,18,0,1785222313.0
7825,0,"{'mechanical': 0, 'ebike': 0}",1,12,1,1785222292.0
7826,14,"{'mechanical': 14, 'ebike': 0}",1,0,0,1785222288.0
7827,13,"{'mechanical': 13, 'ebike': 0}",0,2,0,1785222233.0
7828,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222259.0
7830,9,"{'mechanical': 4, 'ebike': 5}",0,5,0,1785222304.0
7831,2,"{'mechanical': 2, 'ebike': 0}",0,17,0,1785222253.0
7832,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222336.0
7833,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222235.0
7834,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222243.0
7835,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222340.0
7836,5,"{'mechanical': 3, 'ebike': 2}",0,14,0,1785222283.0
7837,1,"{'mechanical': 1, 'ebike': 0}",1,16,1,1785222237.0
7838,18,"{'mechanical': 18, 'ebike': 0}",0,1,0,1785222347.0
7839,9,"{'mechanical': 9, 'ebike': 0}",1,1,0,1785222261.0
7840,2,"{'mechanical': 1, 'ebike': 1}",0,13,0,1785222327.0
7841,0,"{'mechanical': 0, 'ebike': 0}",1,14,0,1785222330.0
7842,8,"{'mechanical': 8, 'ebike': 0}",0,3,0,1785222321.0
7843,15,"{'mechanical': 15, 'ebike': 0}",0,0,0,1785222263.0
7844,12,"{'mechanical': 12, 'ebike': 0}",0,3,0,1785222249.0
7845,15,"{'mechanical': 12, 'ebike': 3}",0,0,0,1785222322.0
7846,11,"{'mechanical': 7, 'ebike': 4}",0,4,0,1785222282.0
7848,15,"{'mechanical': 14, 'ebike': 1}",1,7,0,1785222282.0
7849,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222259.0
7850,15,"{'mechanical': 15, 'ebike': 0}",0,1,0,1785222300.0
7851,1,"{'mechanical': 0, 'ebike': 1}",0,14,0,1785222335.0
7852,0,"{'mechanical': 0, 'ebike': 0}",0,23,0,1785222269.0
7853,14,"{'mechanical': 13, 'ebike': 1}",0,1,0,1785222305.0
7854,1,"{'mechanical': 1, 'ebike': 0}",0,18,0,1785222266.0
7855,2,"{'mechanical': 1, 'ebike': 1}",0,13,0,1785222317.0
7856,6,"{'mechanical': 5, 'ebike': 1}",0,9,0,1785222303.0
7857,4,"{'mechanical': 0, 'ebike': 4}",1,14,0,1785222305.0
7858,6,"{'mechanical': 4, 'ebike': 2}",0,17,0,1785222343.0
7859,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222227.0
7860,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222249.0
7861,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222267.0
7862,2,"{'mechanical': 0, 'ebike': 2}",0,13,0,1785222322.0
7863,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222278.0
7864,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222325.0
7865,24,"{'mechanical': 0, 'ebike': 24}",4,15,0,1785222240.0
7866,18,"{'mechanical': 0, 'ebike': 18}",2,3,0,1785222297.0
7867,6,"{'mechanical': 1, 'ebike': 5}",2,7,0,1785222224.0
7868,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222340.0
7869,1,"{'mechanical': 0, 'ebike': 1}",0,14,0,1785222236.0
7870,2,"{'mechanical': 2, 'ebike': 0}",1,12,0,1785222249.0
7871,1,"{'mechanical': 1, 'ebike': 0}",0,13,0,1785222244.0
7872,0,"{'mechanical': 0, 'ebike': 0}",1,14,0,1785222252.0
7874,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222308.0
7875,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222329.0
7877,0,"{'mechanical': 0, 'ebike': 0}",1,14,0,1785222237.0
7878,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222326.0
7880,3,"{'mechanical': 3, 'ebike': 0}",0,12,0,1785222320.0
7883,2,"{'mechanical': 0, 'ebike': 2}",0,9,0,1785222236.0
7884,3,"{'mechanical': 2, 'ebike': 1}",0,12,0,1785222316.0
7885,11,"{'mechanical': 9, 'ebike': 2}",0,0,0,1785222319.0
7888,2,"{'mechanical': 1, 'ebike': 1}",0,13,0,1785222238.0
7889,5,"{'mechanical': 4, 'ebike': 1}",0,13,1,1785222320.0
7890,10,"{'mechanical': 5, 'ebike': 5}",0,13,0,1785222298.0
7891,11,"{'mechanical': 10, 'ebike': 1}",0,8,0,1785222264.0
7893,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222254.0
7894,4,"{'mechanical': 4, 'ebike': 0}",0,11,0,1785222275.0
7895,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222325.0
7896,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222330.0
7897,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222315.0
7898,2,"{'mechanical': 2, 'ebike': 0}",1,13,0,1785222317.0
7899,0,"{'mechanical': 0, 'ebike': 0}",1,22,0,1785222237.0
7900,2,"{'mechanical': 0, 'ebike': 2}",0,9,0,1785222255.0
7901,3,"{'mechanical': 1, 'ebike': 2}",1,7,0,1785222273.0
7902,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222297.0
7903,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222341.0
7904,9,"{'mechanical': 8, 'ebike': 1}",1,1,0,1785222291.0
7906,13,"{'mechanical': 13, 'ebike': 0}",0,1,0,1785222330.0
7907,21,"{'mechanical': 3, 'ebike': 18}",14,7,0,1785222272.0
7909,9,"{'mechanical': 9, 'ebike': 0}",2,12,0,1785222278.0
7910,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222230.0
7911,0,"{'mechanical': 0, 'ebike': 0}",1,18,0,1785222295.0
7912,18,"{'mechanical': 17, 'ebike': 1}",1,0,0,1785222264.0
7913,1,"{'mechanical': 1, 'ebike': 0}",0,34,0,1785222345.0
7914,0,"{'mechanical': 0, 'ebike': 0}",0,27,0,1785222326.0
7915,4,"{'mechanical': 3, 'ebike': 1}",0,11,0,1785222279.0
7916,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222276.0
7917,2,"{'mechanical': 1, 'ebike': 1}",2,35,0,1785222244.0
7918,2,"{'mechanical': 2, 'ebike': 0}",0,13,0,1785222298.0
7919,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222324.0
7920,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222232.0
7922,21,"{'mechanical': 1, 'ebike': 20}",2,0,0,1785222296.0
7923,1,"{'mechanical': 1, 'ebike': 0}",0,18,0,1785222302.0
7924,1,"{'mechanical': 1, 'ebike': 0}",3,8,0,1785222318.0
7925,22,"{'mechanical': 22, 'ebike': 0}",0,2,0,1785222318.0
7926,1,"{'mechanical': 1, 'ebike': 0}",2,21,0,1785222262.0
7927,23,"{'mechanical': 22, 'ebike': 1}",1,0,0,1785222246.0
7928,2,"{'mechanical': 2, 'ebike': 0}",0,77,0,1785222320.0
7929,4,"{'mechanical': 4, 'ebike': 0}",0,8,0,1785222285.0
7930,7,"{'mechanical': 6, 'ebike': 1}",1,7,0,1785222238.0
7931,2,"{'mechanical': 1, 'ebike': 1}",0,14,0,1785222253.0
7932,11,"{'mechanical': 11, 'ebike': 0}",0,1,0,1785222237.0
7933,2,"{'mechanical': 2, 'ebike': 0}",2,19,0,1785222296.0
7934,4,"{'mechanical': 0, 'ebike': 4}",1,6,0,1785222331.0
7935,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222344.0
7936,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222289.0
7937,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222278.0
7938,15,"{'mechanical': 15, 'ebike': 0}",0,0,0,1785222283.0
7939,13,"{'mechanical': 12, 'ebike': 1}",1,3,0,1785222308.0
7940,11,"{'mechanical': 6, 'ebike': 5}",0,21,0,1785222326.0
7941,14,"{'mechanical': 13, 'ebike': 1}",0,1,0,1785222325.0
7942,6,"{'mechanical': 3, 'ebike': 3}",0,9,0,1785222318.0
7943,4,"{'mechanical': 4, 'ebike': 0}",1,18,0,1785222270.0
7944,10,"{'mechanical': 9, 'ebike': 1}",2,11,0,1785222232.0
7945,26,"{'mechanical': 23, 'ebike': 3}",0,5,0,1785222277.0
7946,14,"{'mechanical': 13, 'ebike': 1}",0,1,0,1785222231.0
7947,11,"{'mechanical': 11, 'ebike': 0}",0,0,0,1785222284.0
7948,23,"{'mechanical': 21, 'ebike': 2}",0,0,0,1785222306.0
7949,15,"{'mechanical': 15, 'ebike': 0}",0,0,0,1785222270.0
7950,14,"{'mechanical': 14, 'ebike': 0}",1,8,0,1785222256.0
7951,19,"{'mechanical': 19, 'ebike': 0}",0,0,0,1785222291.0
7952,0,"{'mechanical': 0, 'ebike': 0}",2,17,0,1785222301.0
7953,13,"{'mechanical': 12, 'ebike': 1}",1,0,0,1785222316.0
7954,14,"{'mechanical': 13, 'ebike': 1}",1,8,0,1785222317.0
7955,16,"{'mechanical': 14, 'ebike': 2}",0,7,0,1785222259.0
7956,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222330.0
7957,1,"{'mechanical': 1, 'ebike': 0}",1,17,0,1785222246.0
7958,19,"{'mechanical': 19, 'ebike': 0}",0,0,0,1785222243.0
7959,1,"{'mechanical': 0, 'ebike': 1}",0,14,0,1785222313.0
7960,1,"{'mechanical': 1, 'ebike': 0}",0,18,0,1785222344.0
7961,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222223.0
7962,5,"{'mechanical': 5, 'ebike': 0}",0,10,0,1785222289.0
7963,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222267.0
7964,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222315.0
7965,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222315.0
7966,2,"{'mechanical': 0, 'ebike': 2}",0,13,0,1785222246.0
7967,11,"{'mechanical': 8, 'ebike': 3}",1,3,0,1785222309.0
7968,1,"{'mechanical': 1, 'ebike': 0}",0,18,0,1785222291.0
7969,2,"{'mechanical': 0, 'ebike': 2}",1,16,0,1785222293.0
7970,1,"{'mechanical': 0, 'ebike': 1}",0,18,0,1785222281.0
7971,1,"{'mechanical': 0, 'ebike': 1}",0,14,0,1785222302.0
7972,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222344.0
7973,3,"{'mechanical': 3, 'ebike': 0}",0,16,0,1785222309.0
7974,2,"{'mechanical': 0, 'ebike': 2}",0,17,0,1785222241.0
7975,0,"{'mechanical': 0, 'ebike': 0}",1,18,0,1785222307.0
7976,2,"{'mechanical': 2, 'ebike': 0}",0,17,0,1785222338.0
7977,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222292.0
7978,0,"{'mechanical': 0, 'ebike': 0}",0,23,0,1785222282.0
7979,1,"{'mechanical': 1, 'ebike': 0}",0,18,0,1785222306.0
7981,1,"{'mechanical': 0, 'ebike': 1}",0,14,0,1785222320.0
7982,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222317.0
7983,0,"{'mechanical': 0, 'ebike': 0}",1,13,0,1785222295.0
7984,22,"{'mechanical': 22, 'ebike': 0}",1,0,0,1785222279.0
7985,2,"{'mechanical': 1, 'ebike': 1}",0,13,0,1785222243.0
7986,1,"{'mechanical': 1, 'ebike': 0}",1,17,0,1785222299.0
7987,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222321.0
7988,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222322.0
7989,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222313.0
7990,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222263.0
7991,2,"{'mechanical': 1, 'ebike': 1}",0,13,0,1785222273.0
7992,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222329.0
7993,6,"{'mechanical': 6, 'ebike': 0}",0,8,0,1785222333.0
7994,7,"{'mechanical': 7, 'ebike': 0}",1,3,0,1785222246.0
7995,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222329.0
7996,16,"{'mechanical': 2, 'ebike': 14}",2,5,0,1785222256.0
7997,35,"{'mechanical': 0, 'ebike': 35}",5,0,0,1785222291.0
7998,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222278.0
7999,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222342.0
8000,13,"{'mechanical': 1, 'ebike': 12}",2,16,0,1785222311.0
8001,2,"{'mechanical': 2, 'ebike': 0}",1,21,0,1785222324.0
8002,1,"{'mechanical': 0, 'ebike': 1}",0,14,0,1785222341.0
8003,10,"{'mechanical': 10, 'ebike': 0}",1,0,0,1785222243.0
8004,0,"{'mechanical': 0, 'ebike': 0}",2,9,0,1785222287.0
8005,0,"{'mechanical': 0, 'ebike': 0}",4,7,0,1785222250.0
8006,0,"{'mechanical': 0, 'ebike': 0}",3,20,0,1785222238.0
8007,21,"{'mechanical': 2, 'ebike': 19}",3,7,0,1785222255.0
8008,3,"{'mechanical': 3, 'ebike': 0}",0,13,0,1785222269.0
8009,30,"{'mechanical': 0, 'ebike': 30}",9,0,0,1785222310.0
8010,2,"{'mechanical': 1, 'ebike': 1}",0,17,0,1785222339.0
8011,22,"{'mechanical': 0, 'ebike': 22}",8,2,0,1785222244.0
8012,0,"{'mechanical': 0, 'ebike': 0}",5,14,0,1785222346.0
8013,12,"{'mechanical': 10, 'ebike': 2}",0,0,0,1785222333.0
8014,22,"{'mechanical': 22, 'ebike': 0}",0,1,0,1785222238.0
8015,0,"{'mechanical': 0, 'ebike': 0}",0,12,0,1785222343.0
8016,21,"{'mechanical': 18, 'ebike': 3}",0,2,0,1785222224.0
8017,8,"{'mechanical': 7, 'ebike': 1}",0,7,0,1785222330.0
8018,16,"{'mechanical': 16, 'ebike': 0}",0,0,0,1785222339.0
8020,8,"{'mechanical': 5, 'ebike': 3}",1,0,0,1785222293.0
8021,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222321.0
8022,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222330.0
8023,6,"{'mechanical': 6, 'ebike': 0}",2,3,0,1785222227.0
8025,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222302.0
8026,4,"{'mechanical': 4, 'ebike': 0}",0,19,0,1785222234.0
8027,11,"{'mechanical': 11, 'ebike': 0}",0,28,0,1785222231.0
8028,16,"{'mechanical': 16, 'ebike': 0}",4,6,0,1785222260.0
8029,20,"{'mechanical': 20, 'ebike': 0}",2,25,0,1785222304.0
8030,29,"{'mechanical': 29, 'ebike': 0}",1,5,0,1785222234.0
8031,2,"{'mechanical': 2, 'ebike': 0}",0,13,0,1785222286.0
8032,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222344.0
8033,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222249.0
8034,2,"{'mechanical': 2, 'ebike': 0}",1,12,0,1785222321.0
8035,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222295.0
8036,0,"{'mechanical': 0, 'ebike': 0}",0,18,0,1785222317.0
8037,5,"{'mechanical': 0, 'ebike': 5}",1,9,0,1785222244.0
8038,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222297.0
8039,1,"{'mechanical': 0, 'ebike': 1}",0,18,0,1785222283.0
8040,0,"{'mechanical': 0, 'ebike': 0}",0,23,0,1785222323.0
8041,1,"{'mechanical': 0, 'ebike': 1}",0,10,0,1785222289.0
8042,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222285.0
8043,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222343.0
8044,0,"{'mechanical': 0, 'ebike': 0}",0,10,1,1785222336.0
8045,1,"{'mechanical': 0, 'ebike': 1}",0,13,1,1785222335.0
8046,2,"{'mechanical': 2, 'ebike': 0}",0,9,0,1785222315.0
8047,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222346.0
8048,2,"{'mechanical': 2, 'ebike': 0}",2,11,0,1785222270.0
8049,0,"{'mechanical': 0, 'ebike': 0}",1,18,0,1785222342.0
8050,0,"{'mechanical': 0, 'ebike': 0}",0,23,0,1785222304.0
8051,8,"{'mechanical': 7, 'ebike': 1}",0,4,0,1785222323.0
8052,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222334.0
8053,0,"{'mechanical': 0, 'ebike': 0}",1,16,0,1785222260.0
8054,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222306.0
8055,0,"{'mechanical': 0, 'ebike': 0}",1,10,0,1785222223.0
8056,0,"{'mechanical': 0, 'ebike': 0}",0,18,1,1785222340.0
8057,1,"{'mechanical': 0, 'ebike': 1}",0,17,1,1785222256.0
8058,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222305.0
8059,4,"{'mechanical': 4, 'ebike': 0}",0,7,0,1785222338.0
8060,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222249.0
8061,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222225.0
8062,0,"{'mechanical': 0, 'ebike': 0}",3,20,0,1785222305.0
8063,0,"{'mechanical': 0, 'ebike': 0}",0,10,1,1785222265.0
8064,1,"{'mechanical': 0, 'ebike': 1}",0,10,0,1785222244.0
8065,1,"{'mechanical': 0, 'ebike': 1}",0,10,0,1785222322.0
8066,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222235.0
8070,6,"{'mechanical': 6, 'ebike': 0}",0,25,0,1785222233.0
8073,0,"{'mechanical': 0, 'ebike': 0}",0,14,0,1785222290.0
8074,0,"{'mechanical': 0, 'ebike': 0}",0,10,0,1785222333.0
8075,12,"{'mechanical': 9, 'ebike': 3}",0,7,0,1785222268.0
8076,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222322.0
8077,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222226.0
8078,0,"{'mechanical': 0, 'ebike': 0}",0,14,1,1785222234.0
8079,0,"{'mechanical': 0, 'ebike': 0}",0,10,1,1785222257.0
8080,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222311.0
8081,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222299.0
8082,0,"{'mechanical': 0, 'ebike': 0}",1,14,0,1785222338.0
8083,0,"{'mechanical': 0, 'ebike': 0}",0,10,1,1785222261.0
8084,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222236.0
8085,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222307.0
8086,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222333.0
8087,15,"{'mechanical': 15, 'ebike': 0}",0,4,0,1785222312.0
8088,2,"{'mechanical': 2, 'ebike': 0}",0,9,0,1785222281.0
8089,2,"{'mechanical': 2, 'ebike': 0}",0,13,0,1785222308.0
8090,1,"{'mechanical': 0, 'ebike': 1}",0,14,0,1785222222.0
8091,4,"{'mechanical': 3, 'ebike': 1}",0,7,0,1785222338.0
8092,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222306.0
8093,3,"{'mechanical': 1, 'ebike': 2}",1,11,0,1785222252.0
8094,0,"{'mechanical': 0, 'ebike': 0}",0,19,0,1785222273.0
8095,1,"{'mechanical': 0, 'ebike': 1}",0,10,0,1785222305.0
8096,15,"{'mechanical': 15, 'ebike': 0}",0,5,0,1785222263.0
8099,0,"{'mechanical': 0, 'ebike': 0}",1,10,0,1785222282.0
8101,8,"{'mechanical': 8, 'ebike': 0}",0,7,0,1785222252.0
8102,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222269.0
8104,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222333.0
8105,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222318.0
8106,7,"{'mechanical': 7, 'ebike': 0}",0,4,0,1785222345.0
8107,1,"{'mechanical': 1, 'ebike': 0}",0,14,0,1785222343.0
8108,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222250.0
8109,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222315.0
8110,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222289.0
8111,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222284.0
8112,1,"{'mechanical': 0, 'ebike': 1}",0,10,0,1785222238.0
8113,22,"{'mechanical': 22, 'ebike': 0}",0,1,0,1785222291.0
8114,2,"{'mechanical': 2, 'ebike': 0}",0,9,0,1785222258.0
8115,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222243.0
8117,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222308.0
8119,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222328.0
8120,1,"{'mechanical': 1, 'ebike': 0}",1,9,0,1785222342.0
8122,12,"{'mechanical': 12, 'ebike': 0}",0,3,0,1785222285.0
8123,0,"{'mechanical': 0, 'ebike': 0}",1,10,0,1785222227.0
8125,2,"{'mechanical': 2, 'ebike': 0}",0,13,0,1785222250.0
8128,1,"{'mechanical': 1, 'ebike': 0}",1,9,0,1785222237.0
8129,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222292.0
8130,3,"{'mechanical': 2, 'ebike': 1}",0,8,0,1785222267.0
8131,6,"{'mechanical': 5, 'ebike': 1}",0,5,0,1785222324.0
8133,2,"{'mechanical': 2, 'ebike': 0}",0,13,0,1785222302.0
8134,4,"{'mechanical': 3, 'ebike': 1}",1,6,0,1785222261.0
8137,12,"{'mechanical': 0, 'ebike': 12}",7,11,1,1785222256.0
8138,5,"{'mechanical': 2, 'ebike': 3}",0,18,0,1785222224.0
8139,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222244.0
8141,0,"{'mechanical': 0, 'ebike': 0}",1,10,0,1785222334.0
8142,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222277.0
8144,7,"{'mechanical': 7, 'ebike': 0}",0,4,0,1785222254.0
8149,4,"{'mechanical': 4, 'ebike': 0}",0,7,0,1785222282.0
8150,0,"{'mechanical': 0, 'ebike': 0}",0,11,0,1785222330.0
8151,2,"{'mechanical': 2, 'ebike': 0}",0,9,0,1785222320.0
8152,4,"{'mechanical': 4, 'ebike': 0}",0,12,0,1785222227.0
8153,2,"{'mechanical': 2, 'ebike': 0}",0,17,0,1785222286.0
8154,5,"{'mechanical': 5, 'ebike': 0}",1,5,0,1785222247.0
8155,0,"{'mechanical': 0, 'ebike': 0}",0,15,0,1785222338.0
8156,1,"{'mechanical': 1, 'ebike': 0}",0,10,0,1785222268.0
8157,5,"{'mechanical': 4, 'ebike': 1}",0,10,0,1785222266.0
